id,traditional,pinyin,english,topic,topic_english,part_of_speech,level,simplified,relative_freq_pct
5045,匾額,"biăné ",plaque,,,(N),5,匾额,0.0000640398
5046,便利商店,biànlìshāngdiàn,convenience store,,,(N),5,便利商店,
5047,辨認,"biànrèn ",identify,,,(VA),5,辨认,0.000471025
5048,辨識,"biànshì ",identify,,,(VA),5,辨识,0.000160747
5049,辯,"biàn ",debate,,,(VA),5,辩,0.000858669
5050,辯護,"biànhù ",defend,,,(VA),5,辩护,0.000962567
5051,辯論,"biànlùn ",debate,,,(VA),5,辩论,0.000811985
5052,變革,"biàngé ",change,,,(N),5,变革,0.00175169
5053,變遷,"biànqiān ",change,,,(VS),5,变迁,0.000695717
5054,變通,"biàntōng ",Work around,,,(VA),5,变通,0.000201499
5055,變形,"biànxíng ",deformation,,,(VS),5,变形,0.00200034
5056,標籤,"biāoqiān ",Label,,,(N),5,标签,0.00131555
5057,標語,"biāoyŭ ",slogan,,,(N),5,标语,0.000756507
5058,表白,"biăobái ",Confession,,,(VA),5,表白,0.000981267
5059,表明,"biăomíng ",show,,,(VA),5,表明,0.011369
5060,鼻孔,"bíkǒng ",nostril,,,(N),5,鼻孔,0.000326354
5061,鼻涕,"bítì ",nasal discharge,,,(N),5,鼻涕,0.000398785
5062,筆錄,"bǐlù ",record,,,(N),5,笔录,0.000259038
5063,筆友,bǐyǒu,pen pal,,,(N),5,笔友,0.0000185141
5064,比率,"bǐlǜ ",ratio,,,(N),5,比率,0.000810344
5065,比擬,"bǐnǐ ",match,,,(VA),5,比拟,0.000359697
5066,比喻,bǐyù,simile,,,(N),5,比喻,0.000749438
5067,比重,"bǐzhòng ",proportion,,,(N),5,比重,0.00291238
5068,必備,"bìbèi ",Essential,,,(VS),5,必备,0.0013267
5069,必定,"bìdìng ",must,,,(Adv),5,必定,0.00127151
5070,必然,"bìrán ",inevitable,,,(Adv),5,必然,0.00583317
5071,閉幕,"bìmù ",closing,,,(VS),5,闭幕,0.000769646
5072,閉塞,"bìsè ",Occlusion,,,(VS),5,闭塞,0.000326785
5073,避難,bìnàn,take refuge,,,(VA),5,避难,0.000204308
5074,避孕,"bìyùn ",contraception,,,(VA),5,避孕,0.000326068
5075,畢生,"bìshēng ",lifetime,,,(N),5,毕生,0.000285651
5076,幣值,"bìzhí ",currency value,,,(N),5,币值,0.000098678
5077,憋,"biē ",hold back,,,(VA),5,憋,0.00135901
5078,別墅,"biéshù ",villa,,,(N),5,别墅,0.00287603
5079,兵,"bīng ",soldiers,,,(N),5,兵,0.00555611
5080,賓館,"bīnguăn ",Hotel,,,(N),5,宾馆,0.00213655
5081,柄,"bǐng ",handle,,,(N),5,柄,0.00103143
5082,並列,"bìngliè ",juxtapose,,,(VA),5,并列,0.00097286
5083,並重,"bìngzhòng ",Pay equal attention to,,,(VS),5,并重,0.000416221
5084,併發,"bìngfā ",concurrent,,,(VA),5,併发,
5085,病床,"bìngchuáng ",hospital bed,,,(N),5,病床,0.000644381
5086,病菌,"bìngjùn ",Germs,,,(N),5,病菌,0.000328691
5087,病情,"bìngqíng ",illness,,,(N),5,病情,0.00272424
5088,波,"bō ",Wave,,,(M),5,波,0.00762018
5089,波及,"bōjí  ",spread,,,(VS),5,波及,0.00043583
5090,波浪,"bōlàng ",wave,,,(N),5,波浪,0.000347736
5091,剝,"bō ",peel,,,(VA),5,剥,0.000879254
5092,剝削,"bōxuè ",exploit,,,(VA),5,剥削,0.000648736
5093,搏鬥,"bódòu ",fight,,,(VA),5,搏斗,0.000420954
5094,播出,"bòchū ",broadcast,,,(VA),5,播出,0.00286594
5095,不便,"búbiàn ",inconvenient,,,(VS),5,不便,0.00157275
5096,不動產,"búdòngchăn ",real estate,,,(N),5,不动产,0.000561047
5097,不力,"búlì ",Ineffective,,,(VS),5,不力,0.000598361
5098,不料,"búliào ",unexpectedly,,,(Adv),5,不料,0.00101134
5099,不下,"búxià ",no less,,,(Adv),5,不下,0.00231167
5100,不肖,"búxiào ",unworthy,,,(VS),5,不肖,0.000064231
5101,不懈,"búxiè ",unremitting,,,(VS),5,不懈,0.000743112
5102,不再,"búzài ",no longer,,,(VS),5,不再,0.0113195
5103,不致,"búzhì ",not cause,,,(Adv),5,不致,0.000355591
5104,不至/致於,"búzhìyú ",Not to/to the extent,,,(Adv),5,不至/致于,
5105,補給,bǔjǐ,supply,,,(VA),5,补给,0.000401165
5106,補救,"bŭjiù ",remedy,,,(VA),5,补救,0.000318967
5107,補習班,bǔxíbān,cram school,,,(N),5,补习班,0.00010844
5108,哺乳動物,"bŭrŭdòngwù ",mammal,,,(N),5,哺乳动物,0.000155877
5109,不得,bùdé,Not allowed,,,(Adv),5,不得,0.00833326
5110,不等,bùděng,No wait,,,(N),5,不等,0.00194949
5111,不凡,"bùfán ",extraordinary,,,(VS),5,不凡,0.000419105
5112,不妨,"bùfáng ",Might as well,,,(Adv),5,不妨,0.00179966
5113,不法,"bùfă ",illegal,,,(VS),5,不法,0.000519026
5114,不公,"bùgōng ",unfair,,,(VS),5,不公,0.000486486
5115,不禁,bùjīn,Can't help but,,,(VS),5,不禁,0.00282371
5116,不及,"bùjí ",Not as good as,,,(VS),5,不及,0.00201365
5117,不堪,bùkān,unbearable,,,(VS),5,不堪,0.00106419
5118,不免,"bùmiăn ",Unavoidable,,,(Adv),5,不免,0.000699716
5119,不容,"bùróng ",Not tolerated,,,(Adv),5,不容,0.00130584
5120,不時,"bùshí ",from time to time,,,(Adv),5,不时,0.00185095
5121,不惜,"bùxí ",at all costs,,,(VS),5,不惜,0.00124286
5122,不知不覺,bùzhībùjué,unconsciously,,,(Adv),5,不知不觉,0.000926378
5123,部落,"bùluò ",tribe,,,(N),5,部落,0.00100695
5124,部署,"bùshŭ ",deploy,,,(VA),5,部署,0.0036706
5125,步調,"bùdiào ",pace,,,(N),5,步调,0.000109826
5126,步驟,bùzòu,step,,,(N),5,步骤,0.001957
5127,猜測,"cāicè ",guess,,,(VA),5,猜测,0.0015745
5128,猜忌,"cāijì ",suspicion,,,(VS),5,猜忌,0.00012997
5129,猜想,"cāixiăng ",guess,,,(VA),5,猜想,0.000566554
5130,裁縫,"cáiféng ",tailor,,,(N),5,裁缝,0.000154072
5131,裁減,"cáijiăn ",cut,,,(VA),5,裁减,0.000207442
5132,財團,"cáituán ",consortium,,,(N),5,财团,0.000251406
5133,財政,"cáizhèng ",financial,,,(N),5,财政,0.00701596
5134,才智,"cáizhì ",intelligence,,,(N),5,才智,0.000156801
5135,採訪,"căifăng ",interview,,,(VA),5,採访,
5136,採光,"căiguāng ",lighting,,,(N),5,採光,
5137,採納,"căinà ",adoption,,,(VA),5,採纳,
5138,採取,"căiqŭ ",take,,,(VA),5,採取,
5139,彩繪,"căihuì ",Painted,,,(VA),5,彩绘,0.000222891
5140,餐具,"cānjù ",tableware,,,(N),5,餐具,0.000503693
5141,參謀,"cānmóu ",staff officer,,,(N),5,参谋,0.000469055
5142,殘暴,"cánbào ",brutal,,,(VS),5,残暴,0.00022373
5143,殘酷,"cánkù ",cruel,,,(VS),5,残酷,0.00156921
5144,殘殺,"cánshā ",massacre,,,(VA),5,残杀,0.000121621
5145,慘重,"cănzhòng ",heavy,,,(VS),5,惨重,0.000511941
5146,燦爛,"cànlàn ",brilliant,,,(VS),5,灿烂,0.00161605
5147,蒼白,"cāngbái ",pale,,,(VS),5,苍白,0.000924445
5148,蒼蠅,"cāngyíng ",fly,,,(N),5,苍蝇,0.000578233
5149,操縱,"cāozòng ",manipulate,,,(VA),5,操纵,0.00109234
5150,草案,"căoàn ",draft,,,(N),5,草案,0.00347544
5151,草叢,"căocóng ",Grass,,,(N),5,草丛,0.000274355
5152,草率,"căoshuài ",hasty,,,(VS),5,草率,0.000206602
5153,草藥,"căoyào ",herbal medicine,,,(N),5,草药,0.00018641
5154,測,"cè ",test,,,(VA),5,测,0.00645914
5155,策畫/劃,"cèhuà ",planning/planning,,,(VA),5,策画/划,
5156,差額,"chāé ",difference,,,(N),5,差额,0.000460398
5157,插曲,"chāqŭ ",episode,,,(N),5,插曲,0.000368561
5158,插嘴,"chāzuǐ ",interrupt,,,(VA),5,插嘴,0.000131048
5159,茶具,"chájù ",tea set,,,(N),5,茶具,0.000139939
5160,察覺,"chájué ",aware,,,(VS),5,察觉,0.000682663
5161,查明,"chámíng ",Find out,,,(VA),5,查明,0.000962137
5162,蟬,chán,cicada,,,(N),5,蝉,0.000317097
5163,饞,"chán ",greedy,,,(VS),5,馋,0.000412461
5164,潺潺,"chánchán ",gurgling,,,(VS),5,潺潺,0.000112943
5165,猖獗,"chāngjué ",rampant,,,(VS),5,猖獗,0.000350578
5166,腸,"cháng ",intestinal,,,(N),5,肠,0.00227565
5167,長遠,"chángyuăn ",long,,,(VS),5,长远,0.00201006
5168,場次,"chăngcì ",Number of sessions,,,(N),5,场次,0.000457647
5169,場面,"chăngmiàn ",scene,,,(N),5,场面,0.00276707
5170,倡導,"chàngdăo ",advocate,,,(VA),5,倡导,0.00148921
5171,唱腔,"chàngqiāng ",Singing,,,(N),5,唱腔,0.000179341
5172,暢銷,"chàngxiāo ",best seller,,,(VS),5,畅销,0.000750213
5173,產物,"chănwù ",product,,,(N),5,产物,0.00160887
5174,產值,"chănzhí ",output value,,,(N),5,产值,0.00165831
5175,超速,"chāosù ",speeding,,,(VS),5,超速,0.000369894
5176,超脫,"chāotuō ",detached,,,(VS),5,超脱,0.00018905
5177,抄襲,"chāoxí ",Plagiarism,,,(VA),5,抄袭,0.000536579
5178,吵嘴,"chăozuǐ ",quarrel,,,(VA),5,吵嘴,0.0000367998
5179,車輛,"chēliàng ",vehicle,,,(N),5,车辆,0.00769378
5180,車廂,"chēxiāng ",car,,,(N),5,车厢,0.00131494
5181,撤回,"chèhuí ",withdraw,,,(VA),5,撤回,0.000342627
5182,撤銷,"chèxiāo ",Cancel,,,(VA),5,撤销,0.00121133
5183,沉默,"chénmò ",silence,,,(VS),5,沉默,0.00327456
5184,沉思,"chénsī ",meditation,,,(VA),5,沉思,0.000647764
5185,沉重,"chénzhòng ",heavy,,,(VS),5,沉重,0.00242367
5186,塵土,"chéntŭ ",dust,,,(N),5,尘土,0.000356457
5187,呈,"chéng ",submit,,,(VS),5,呈,0.00641426
5188,承包,"chéngbāo ",contract,,,(VA),5,承包,0.00238765
5189,承擔,chéngdān,bear,,,(VA),5,承担,0.00763439
5190,承諾,"chéngnuò ",promise,,,(N),5,承诺,0.00654214
5191,成敗,"chéngbài ",success or failure,,,(N),5,成败,0.000577665
5192,成見,"chéngjiàn ",prejudice,,,(N),5,成见,0.000140821
5193,成品,"chéngpǐn ",Finished product,,,(N),5,成品,0.00176681
5194,成全,"chéngquán ",Complete,,,(VA),5,成全,0.00046496
5195,成人,chéngrén,aldult,,,(N),5,成人,0.00178608
5196,成效,"chéngxiào ",effectiveness,,,(N),5,成效,0.00221824
5197,成衣,"chéngyī ",Ready-made clothing,,,(N),5,成衣,0.000160099
5198,成員,"chéngyuán ",member,,,(N),5,成员,0.0089126
5199,稱號,"chēnghào ",title,,,(N),5,称号,0.00220287
5200,稱呼,"chēnghū ",call,,,(VA),5,称唿,
5201,撐腰,"chēngyāo ",support,,,(VA),5,撑腰,0.000164162
5202,程式,"chéngshì ",program,,,(N),5,程式,0.000123268
5203,呈獻,"chéngxiàn ",Present,,,(VA),5,呈献,0.0000450106
5204,誠心,"chéngxīn ",sincerity,,,(N),5,诚心,0.000243885
5205,誠心誠意,"chéngxīnchéngyì  ",sincerely,,,(VS),5,诚心诚意,0.0000769083
5206,誠摯,"chéngzhì ",sincere,,,(VS),5,诚挚,0.000354699
5207,吃驚,"chījīng ",surprised,,,(VS),5,吃惊,0.001379
5208,吃苦,"chīkŭ ",endure hardship,,,(VS),5,吃苦,0.000461269
5209,吃力,"chīlì ",strenuous,,,(VS),5,吃力,0.000449511
5210,持,"chí ",hold,,,(VA),5,持,0.00817936
5211,持久,"chíjiŭ ",lasting,,,(VS),5,持久,0.00123106
5212,持平,"chípíng ",flat,,,(VS),5,持平,0.0010228
5213,持續,"chíxù ",continued,,,(VS),5,持续,0.0145683
5214,池(子),chí(zi),pond),,,(N),5,池(子),
5215,遲鈍,"chídùn ",slow,,,(VS),5,迟钝,0.000374435
5216,充斥,"chōngchì ",flooded,,,(VS),5,充斥,0.000601617
5217,充裕,"chōngyù ",abundant,,,(VS),5,充裕,0.000474127
5218,沖淡,"chōngdàn ",dilute,,,(VA),5,沖淡,
5219,沖天,"chōngtiān ",soaring,,,(VS),5,沖天,
5220,衝,"chōng ",rush,,,(VA),5,冲,0.00724718
5221,衝動,"chōngdòng ",impulse,,,(VS),5,冲动,0.00248006
5222,衝擊,"chōngjí ",impact,,,(VA),5,冲击,0.0038761
5223,衝突,"chōngtú ",conflict,,,(N),5,冲突,0.00430373
5224,憧憬,"chōngjǐng ",yearning,,,(VS),5,憧憬,0.000617099
5225,重疊,"chóngdié ",overlapping,,,(VS),5,重叠,0.00047102
5226,崇尚,"chóngshàng ",advocate,,,(VS),5,崇尚,0.000534035
5227,寵愛,"chǒngài ",pet,,,(VS),5,宠爱,0.000489502
5228,寵物,chǒngwù,pet,,,(N),5,宠物,0.00169762
5229,抽查,"chōuchá ",Spot check,,,(VA),5,抽查,0.0011664
5230,抽空,"chōukòng  ",Take some time,,,(VA),5,抽空,0.000363871
5231,抽象,"chōuxiàng ",abstract,,,(VS),5,抽象,0.000899643
5232,抽樣,"chōuyàng ",sampling,,,(VA),5,抽样,0.000580432
5233,仇,"chóu ",hatred,,,(N),5,仇,0.0012181
5234,仇恨,"chóuhèn ",hatred,,,(N),5,仇恨,0.000781022
5235,稠密,"chóumì ",dense,,,(VS),5,稠密,0.0000943071
5236,出超,"chūchāo ",exceed,,,(VS),5,出超,0.0000702696
5237,出錯,"chūcuò ",Error,,,(VS),5,出错,0.000367785
5238,出發點,"chūfādiăn ",starting point,,,(N),5,出发点,0.000730143
5239,出局,"chūjú ",out,,,(VS),5,出局,0.00083769
5240,出力,"chūlì ",contribute,,,(VA),5,出力,0.000388833
5241,出路,"chūlù ",way out,,,(N),5,出路,0.00113078
5242,出馬,"chūmă ",Take action,,,(VA),5,出马,0.000229519
5243,出賣,"chūmài ",sell,,,(VA),5,出卖,0.000818831
5244,出面,"chūmiàn ",come forward,,,(VA),5,出面,0.0010771
5245,出名,"chūmíng ",famous,,,(VS),5,出名,0.000866608
5246,出品,"chūpǐn ",Produced,,,(N),5,出品,0.000665529
5247,出示,"chūshì ",show,,,(VA),5,出示,0.000908358
5248,出手,"chūshǒu ",Take action,,,(VA),5,出手,0.00272451
5249,出頭,"chūtóu ",stand out,,,(Det),5,出头,0.000527933
5250,出頭,"chūtóu ",stand out,,,(VS),5,出头,0.000527933
5251,出土,"chūtŭ ",Unearthed,,,(VS),5,出土,0.000624316
5252,出息,"chūxí ",Promise,,,(N),5,出息,0.000190924
5253,出血,"chūxiě ",bleeding,,,(VS),5,出血,0.00259358
5254,初期,"chūqí ",Early stage,,,(N),5,初期,0.00218147
5255,儲備,"chúbèi ",reserve,,,(VA),5,储备,0.00309623
5256,除此之外,chúcǐzhīwài,besides,,,(Conj),5,除此之外,0.00102502
5257,鋤頭,chútou,hoe,,,(N),5,锄头,0.000203209
5258,處方,"chŭfāng ",prescription,,,(N),5,处方,0.00102132
5259,處分,"chŭfèn ",Punishment,,,(N),5,处分,0.00135267
5260,處分,"chŭfèn ",Punishment,,,(VA),5,处分,0.00135267
5261,處境,"chŭjìng ",situation,,,(N),5,处境,0.000837749
5262,處事,"chŭshì ",do things,,,(VA),5,处事,0.000434242
5263,處於,"chŭyú ",in,,,(VS),5,处于,0.0102638
5264,處女,"chùnǚ ",virgin,,,(N),5,处女,0.00471867
5265,穿梭,"chuānsuō ",shuttle,,,(VA),5,穿梭,0.000654297
5266,傳遞,"chuándì ",transfer,,,(VA),5,传递,0.00258329
5267,傳奇,"chuánqí ",legend,,,(N),5,传奇,0.00231447
5268,傳奇,"chuánqí ",legend,,,(VS),5,传奇,0.00231447
5269,傳神,"chuánshén ",vivid,,,(VS),5,传神,0.000146275
5270,傳授,"chuánshòu ",teach,,,(VA),5,传授,0.000860873
5271,船隻,"chuánzhī ",vessel,,,(N),5,船只,0.000838763
5272,喘,"chuăn ",asthma,,,(VA),5,喘,0.00104827
5273,創傷,"chuāngshāng ",trauma,,,(N),5,创伤,0.000929411
5274,創,"chuàng ",create,,,(VA),5,创,0.00826141
5275,創辦,"chuàngbàn ",Founded,,,(VA),5,创办,0.00150898
5276,創立,"chuànglì ",Founded,,,(VA),5,创立,0.000919851
5277,創新,"chuàngxīn ",innovation,,,(VA),5,创新,0.0166836
5278,創業,"chuàngyè ",Start a business,,,(VA),5,创业,0.00516243
5279,吹牛,"chuīniú ",boast,,,(VA),5,吹牛,0.000285534
5280,垂,"chuí ",hang down,,,(VA),5,垂,0.00142203
5281,垂直,"chuízhí ",vertical,,,(VS),5,垂直,0.00114421
5282,辭,"cí ",Ci,,,(VA),5,辞,0.00184929
5283,辭典,cídiǎn,dictionary,,,(N),5,辞典,0.000215281
5284,辭行,"cíxíng ",Farewell,,,(VA),5,辞行,0.0000256149
5285,慈善,"císhàn ",charitable,,,(VS),5,慈善,0.00197864
5286,此刻,"cǐkè ",now,,,(N),5,此刻,0.00251515
5287,次要,"cìyào ",secondary,,,(VS),5,次要,0.000367116
5288,伺候,"cìhòu ",serve,,,(VA),5,伺候,0.000456882
5289,刺殺,"cìshā ",Assassination,,,(VA),5,刺杀,0.000294361
5290,匆忙,"cōngmáng ",hurry,,,(VS),5,匆忙,0.000574218
5291,從容,cōngróng,Calmly,,,(VS),5,从容,0.00111259
5292,從而,"cóngér ",thereby,,,(Conj),5,从而,0.0114201
5293,湊巧,"còuqiăo ",By chance,,,(VS),5,凑巧,0.000149743
5294,粗糙,"cūcāo ",Rough,,,(VS),5,粗糙,0.000797757
5295,粗魯,"cūlŭ ",rude,,,(VS),5,粗鲁,0.000190643
5296,促,"cù ",promote,,,(VA),5,促,0.00186024
5297,促成,"cùchéng ",contribute to,,,(VS),5,促成,0.000738439
5298,促使,"cùshǐ ",prompt,,,(VS),5,促使,0.00240726
5299,促銷,"cùxiāo ",Promotion,,,(VA),5,促销,0.00293815
5300,簇擁,"cùyǒng ",swarm,,,(VA),5,簇拥,0.000233221
5301,摧殘,"cuīcán ",Destroy,,,(VA),5,摧残,0.000372156
5302,摧毀,"cuīhuǐ ",destroy,,,(VA),5,摧毁,0.00102012
5303,催眠,"cuīmián ",Hypnosis,,,(VA),5,催眠,0.000319593
5304,脆弱,"cuìruò ",Fragile,,,(VS),5,脆弱,0.00195867
5305,存貨,"cúnhuò ",stock,,,(N),5,存货,0.000397277
5306,磋商,"cuōshāng ",consultation,,,(VA),5,磋商,
5307,撮合,"cuòhé ",matchmaking,,,(VA),5,撮合,0.000196926
5308,搭配,"dāpèi ",match,,,(VA),5,搭配,0.00468813
5309,達,"dá ",reach,,,(VS),5,达,0.0271487
5310,答覆,"dáfù ",reply,,,(VA),5,答覆,
5311,打鬥,"dădòu ",fight,,,(VA),5,打斗,0.0003268
5312,打賭,"dădŭ ",bet,,,(VA),5,打赌,0.000190792
5313,打發,"dăfā ",dismiss,,,(VA),5,打发,0.000549352
5314,打擊,"dăjí ",blow,,,(VA),5,打击,0.006943
5315,打量,"dăliàng ",look at,,,(VA),5,打量,0.000773953
5316,打獵,"dăliè ",hunt,,,(VA),5,打猎,0.000179909
5317,打牌,"dăpái ",play cards,,,(VA),5,打牌,0.000497676
5318,打手,"dăshǒu ",thug,,,(N),5,打手,0.00032662
5319,打烊,"dăyáng ",closing,,,(VA),5,打烊,0.0000954489
5320,大道,"dàdào ",Avenue,,,(N),5,大道,0.00239554
5321,大隊,"dàduì ",brigade,,,(N),5,大队,0.00477844
5322,大使,"dàshǐ ",ambassador,,,(N),5,大使,0.00178831
5323,大選,"dàxuăn ",general election,,,(N),5,大选,0.00122005
5324,大洋洲,dàyángzhōu,Oceania,,,(N),5,大洋洲,0.000111791
5325,呆,"dāi ",stay,,,(VS),5,呆,0.005041
5326,歹徒,"dăitú ",Gangster,,,(N),5,歹徒,0.00141082
5327,逮捕,dàibǔ,arrest,,,(VA),5,逮捕,0.00168335
5328,代課,"dàikè ",Substitute,,,(VA),5,代课,0.000145
5329,怠慢,"dàimàn ",neglect,,,(VS),5,怠慢,0.000272411
5330,擔,dān,bear,,,(VA),5,担,0.0118547
5331,擔當,"dāndāng ",Responsible,,,(VA),5,担当,0.000907715
5332,擔負,"dānfù ",bear the burden,,,(VA),5,担负,0.000881458
5333,單獨,"dāndú ",alone,,,(Adv),5,单独,0.00253836
5334,單價,"dānjià ",unit price,,,(N),5,单价,0.000701432
5335,單據,"dānjù ",Document,,,(N),5,单据,0.00023594
5336,單親,"dānqīn ",single parent,,,(VS),5,单亲,0.000171831
5337,單行道,"dānxíngdào ",Single Lane,,,(N),5,单行道,0.0000480803
5338,膽,"dăn ",courage,,,(N),5,胆,0.00178933
5339,膽固醇,"dăngùchún ",cholesterol,,,(N),5,胆固醇,0.000787443
5340,淡季,dànjì,off season,,,(N),5,淡季,0.000430375
5341,淡水,"dànshuǐ ",freshwater,,,(N),5,淡水,0.000428203
5342,刀,"dāo ",knife,,,(M),5,刀,0.00894692
5343,導師,"dăoshī ",tutor,,,(N),5,导师,0.00115221
5344,導致,"dăozhì ",lead to,,,(VS),5,导致,0.0160292
5345,島嶼,"dăoyŭ ",islands,,,(N),5,岛屿,0.000571562
5346,道別,"dàobié ",Say goodbye,,,(VA),5,道别,0.000201573
5347,道地,"dàodì ",Authentic,,,(VS),5,道地,0.0000673751
5348,道士,"dàoshì ",Taoist priest,,,(N),5,道士,0.000384122
5349,道義,"dàoyì ",moral,,,(N),5,道义,0.00028316
5350,到期,"dàoqí ",maturity,,,(VS),5,到期,0.00135688
5351,到頭來,"dàotóulái ",in the end,,,(Adv),5,到头来,0.000349834
5352,倒數,dàoshǔ,reciprocal,,,(VA),5,倒数,0.00113528
5353,當兵,"dāngbīng ",Serve as a soldier,,,(VA),5,当兵,0.000417581
5354,當代,"dāngdài ",contemporary,,,(N),5,当代,0.00247683
5355,當局,"dāngjú ",authorities,,,(N),5,当局,0.0027231
5356,當前,"dāngqián ",current,,,(N),5,当前,0.00927183
5357,當心,"dāngxīn ",Be careful,,,(VS),5,当心,0.000405642
5358,黨派,"dăngpài ",partisan,,,(N),5,党派,0.000426652
5359,黨員,"dăngyuán ",party member,,,(N),5,党员,0.00507956
5360,得以,"déyǐ ",be able to,,,(Adv),5,得以,0.00313768
5361,登場,"dēngchăng ",come on stage,,,(VA),5,登场,0.00117175
5362,登陸,"dēnglù ",Login,,,(VA),5,登陆,0.00322243
5363,燈火,"dēnghuǒ ",lights,,,(N),5,灯火,0.000230613
5364,燈籠,"dēnglóng ",lantern,,,(N),5,灯笼,0.000506986
5365,等候,"děnghòu ",waiting,,,(VS),5,等候,0.00131164
5366,等價,"děngjià ",equivalence,,,(VS),5,等价,0.000174625
5367,瞪,"dèng ",stare,,,(VA),5,瞪,0.00166878
5368,嘀咕,"dígū ",muttering,,,(VA),5,嘀咕,0.000363149
5369,底片,"dǐpiàn ",negative film,,,(N),5,底片,0.00015387
5370,抵押,"dǐyā ",mortgage,,,(VA),5,抵押,0.00170203
5371,抵制,"dǐzhì ",resist,,,(VA),5,抵制,0.00119445
5372,地表,"dìbiăo ",surface,,,(N),5,地表,0.000385067
5373,地步,"dìbù ",situation,,,(N),5,地步,0.0013184
5374,地勢,"dìshì ",terrain,,,(N),5,地势,
5375,地域,"dìyù ",area,,,(N),5,地域,0.00141248
5376,地獄,"dìyù ",hell,,,(N),5,地狱,0.00090754
5377,地質,"dìzhí ",Geology,,,(N),5,地质,0.00187838
5378,地主,"dìzhŭ ",landowner,,,(N),5,地主,0.00143935
5379,締結,"dìjié ",conclude,,,(VA),5,缔结,0.000274939
5380,締造,"dìzào ",create,,,(VA),5,缔造,0.000278471
5381,弟兄,"dìxiōng ",brother,,,(N),5,弟兄,0.000376113
5382,顛覆,"diānfù ",subversion,,,(VA),5,颠覆,0.000773395
5383,典雅,"diănyă ",elegant,,,(VS),5,典雅,0.000620312
5384,點子,"diănzi ",idea,,,(N),5,点子,0.000446632
5385,奠定,"diàndìng ",lay,,,(VA),5,奠定,0.00158327
5386,惦記,"diànjì ",miss,,,(VS),5,惦记,0.000426663
5387,電工,"diàngōng ",electrician,,,(N),5,电工,0.000339642
5388,電力,"diànlì ",electricity,,,(N),5,电力,0.00491653
5389,電流,"diànliú ",current,,,(N),5,电流,0.000889961
5390,電器,"diànqì ",Electrical appliances,,,(N),5,电器,0.00260438
5391,電視劇,"diànshìjù ",TV drama,,,(N),5,电视剧,0.00337451
5392,電壓,"diànyā ",Voltage,,,(N),5,电压,0.000950713
5393,凋零,"diāolíng ",Wither,,,(VS),5,凋零,0.000162165
5394,調度,"diàodù ",Scheduling,,,(VA),5,调度,0.000850569
5395,吊橋,diàoqiáo,suspension bridge,,,(N),5,吊桥,0.0000726223
5396,釣魚,"diàoyú ",fishing,,,(VA),5,钓鱼,0.000564313
5397,疊,"dié ",stack,,,(VA),5,叠,0.00152908
5398,定額,"dìngé ",quota,,,(N),5,定额,0.000756331
5399,定義,"dìngyì ",definition,,,(N),5,定义,0.00228725
5400,釘,"dìng ",nail,,,(VA),5,钉,0.00140056
